1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
336,"06201","0962","2","","","","山形県","山形市","高堂","",1055,32,51,56,54,43,43,67,82,86,78,87,75,71,77,51,39,32,14,8,1,-,8,46265,44.6881566380,139,686,222,94,23,3,515,16,30,20,26,23,24,29,35,45,34,48,45,33,35,26,15,17,5,4,-,-,5,22443,44.5058823529,66,342,102,41,9,-,540,16,21,36,28,20,19,38,47,41,44,39,30,38,42,25,24,15,9,4,1,-,3,23822,44.8612662942,73,344,120,53,14,3
337,"06201","096201","3","","","","山形県","山形市","高堂","１丁目",869,27,47,54,47,33,38,58,71,82,67,77,54,54,52,39,25,22,8,5,1,-,8,36344,42.7113821138,128,581,152,61,14,3,431,14,28,19,25,17,22,25,31,42,30,45,34,25,24,16,10,13,3,3,-,-,5,17906,42.5328638498,61,296,69,29,6,-,438,13,19,35,22,16,16,33,40,40,37,32,20,29,28,23,15,9,5,2,1,-,3,18438,42.8862068966,67,285,83,32,8,3
338,"06201","096202","3","","","","山形県","山形市","高堂","２丁目",186,5,4,2,7,10,5,9,11,4,11,10,21,17,25,12,14,10,6,3,-,-,-,9921,53.8387096774,11,105,70,33,9,-,84,2,2,1,1,6,2,4,4,3,4,3,11,8,11,10,5,4,2,1,-,-,-,4537,54.5119047619,5,46,33,12,3,-,102,3,2,1,6,4,3,5,7,1,7,7,10,9,14,2,9,6,4,2,-,-,-,5384,53.2843137255,6,59,37,21,6,-
339,"06201","0970","2","","","","山形県","山形市","大字船町","",1022,45,50,53,48,40,32,55,61,74,56,62,63,81,90,59,46,60,31,13,3,-,-,48098,47.5626223092,148,572,302,153,47,2,495,24,29,25,27,20,15,29,37,36,27,32,32,34,46,26,20,21,9,6,-,-,-,22035,45.0151515152,78,289,128,56,15,-,527,21,21,28,21,20,17,26,24,38,29,30,31,47,44,33,26,39,22,7,3,-,-,26063,49.9554079696,70,283,174,97,32,2
340,"06201","0980","2","","","","山形県","山形市","大字成安","",625,7,14,23,24,13,15,22,19,35,24,26,49,49,52,43,45,49,51,48,14,3,-,37226,60.0616000000,44,276,305,210,116,1,265,3,9,16,10,8,10,9,7,20,9,14,25,26,25,19,19,16,8,9,3,-,-,14086,53.6547169811,28,138,99,55,20,-,360,4,5,7,14,5,5,13,12,15,15,12,24,23,27,24,26,33,43,39,11,3,-,23140,64.7777777778,16,138,206,155,96,1
341,"06201","0990","2","","","","山形県","山形市","大字中野","",1317,31,56,46,51,49,66,46,81,59,69,72,123,109,115,73,96,84,63,24,3,1,-,67697,51.9024297646,133,725,459,271,91,6,634,14,21,28,29,26,33,21,46,29,37,32,64,52,68,31,41,30,24,7,-,1,-,31508,50.1971608833,63,369,202,103,32,-,683,17,35,18,22,23,33,25,35,30,32,40,59,57,47,42,55,54,39,17,3,-,-,36189,53.4853587116,70,356,257,168,59,6
342,"06201","1000","2","","","","山形県","山形市","流通センター","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
343,"06201","100001","3","","","","山形県","山形市","流通センター","１丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
344,"06201","100002","3","","","","山形県","山形市","流通センター","２丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
345,"06201","100003","3","","","","山形県","山形市","流通センター","３丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
346,"06201","100004","3","","","","山形県","山形市","流通センター","４丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
347,"06201","1010","2","","","","山形県","山形市","芳野","",198,14,7,7,10,7,19,10,21,14,14,14,5,15,22,10,3,3,2,1,-,-,-,8174,41.7828282828,28,129,41,9,3,2,96,8,4,5,3,4,8,4,12,4,8,8,2,6,12,5,2,1,-,-,-,-,-,3856,40.6666666667,17,59,20,3,-,1,102,6,3,2,7,3,11,6,9,10,6,6,3,9,10,5,1,2,2,1,-,-,-,4318,42.8333333333,11,70,21,6,3,1
348,"06201","1020","2","","","","山形県","山形市","浜崎","",38,2,1,1,1,1,1,1,3,2,1,3,2,3,6,3,4,2,1,-,-,-,-,2002,53.1842105263,4,18,16,7,1,-,18,2,1,-,-,-,1,-,1,1,1,1,2,1,3,1,2,1,-,-,-,-,-,905,50.7777777778,3,8,7,3,-,-,20,-,-,1,1,1,-,1,2,1,-,2,-,2,3,2,2,1,1,-,-,-,-,1097,55.3500000000,1,10,9,4,1,-
349,"06201","1030","2","","","","山形県","山形市","大野目町，平久保","",138,3,9,7,4,6,3,8,12,13,4,9,10,6,12,11,9,7,3,2,-,-,-,6573,48.1304347826,19,75,44,21,5,-,65,1,4,5,3,3,1,4,6,8,-,4,4,3,5,6,4,3,1,-,-,-,-,2944,45.7923076923,10,36,19,8,1,-,73,2,5,2,1,3,2,4,6,5,4,5,6,3,7,5,5,4,2,2,-,-,-,3629,50.2123287671,9,39,25,13,4,-
350,"06201","1060","2","","","","山形県","山形市","飯塚町","",3088,117,159,174,175,108,88,133,186,224,207,157,184,202,265,228,194,141,93,34,13,3,3,146000,47.8257698541,450,1664,971,478,143,7,1433,60,86,95,81,50,38,59,97,104,96,68,86,89,121,111,94,59,30,6,1,-,2,65114,46.0024458421,241,768,422,190,37,3,1655,57,73,79,94,58,50,74,89,120,111,89,98,113,144,117,100,82,63,28,12,3,1,80886,49.4032648126,209,896,549,288,106,4
351,"06201","106001","3","","","","山形県","山形市","飯塚町","飯塚",2598,78,111,130,131,81,68,101,146,177,164,144,173,186,243,213,183,132,88,32,13,3,1,129658,50.4260685406,319,1371,907,451,136,2,1223,41,59,73,60,41,26,47,79,89,81,65,84,81,109,106,90,56,28,6,1,-,1,58704,48.5392798691,173,653,396,181,35,-,1375,37,52,57,71,40,42,54,67,88,83,79,89,105,134,107,93,76,60,26,12,3,-,70954,52.1029090909,146,718,511,270,101,2
352,"06201","106002","3","","","","山形県","山形市","飯塚町","飯塚住宅",490,39,48,44,44,27,20,32,40,47,43,13,11,16,22,15,11,9,5,2,-,-,2,16342,33.9877049180,131,293,64,27,7,5,210,19,27,22,21,9,12,12,18,15,15,3,2,8,12,5,4,3,2,-,-,-,1,6410,31.1698564593,68,115,26,9,2,3,280,20,21,22,23,18,8,20,22,32,28,10,9,8,10,10,7,6,3,2,-,-,1,9932,36.0985663082,63,178,38,18,5,2
353,"06201","1070","2","","","","山形県","山形市","下椹沢","",641,17,28,28,28,22,30,34,33,30,34,35,60,68,63,37,40,23,20,9,2,-,-,31545,49.7121684867,73,374,194,94,31,-,303,8,15,14,12,9,9,23,15,11,18,17,25,34,39,17,20,11,5,1,-,-,-,14755,49.1963696370,37,173,93,37,6,-,338,9,13,14,16,13,21,11,18,19,16,18,35,34,24,20,20,12,15,8,2,-,-,16790,50.1745562130,36,201,101,57,25,-
354,"06201","1080","2","","","","山形県","山形市","西原","",789,27,29,39,26,22,26,46,35,66,44,46,30,53,69,105,69,42,9,4,2,-,-,39659,50.7648922687,95,394,300,126,15,1,380,13,11,23,11,13,15,21,18,33,23,19,13,21,31,48,38,25,2,1,1,-,-,18949,50.3657894737,47,187,146,67,4,-,409,14,18,16,15,9,11,25,17,33,21,27,17,32,38,57,31,17,7,3,1,-,-,20710,51.1356968215,48,207,154,59,11,1
355,"06201","108001","3","","","","山形県","山形市","西原","１丁目",419,19,16,23,10,13,21,27,17,36,20,28,18,29,24,55,35,23,2,2,1,-,-,20321,48.9988066826,58,219,142,63,5,-,210,10,7,13,5,8,12,13,10,16,11,13,5,15,12,23,20,16,-,-,1,-,-,10100,48.5952380952,30,108,72,37,1,-,209,9,9,10,5,5,9,14,7,20,9,15,13,14,12,32,15,7,2,2,-,-,-,10221,49.4043062201,28,111,70,26,4,-
356,"06201","108002","3","","","","山形県","山形市","西原","２丁目",370,8,13,16,16,9,5,19,18,30,24,18,12,24,45,50,34,19,7,2,1,-,-,19338,52.7648648649,37,175,158,63,10,1,170,3,4,10,6,5,3,8,8,17,12,6,8,6,19,25,18,9,2,1,-,-,-,8849,52.5529411765,17,79,74,30,3,-,200,5,9,6,10,4,2,11,10,13,12,12,4,18,26,25,16,10,5,1,1,-,-,10489,52.9450000000,20,96,84,33,7,1
357,"06201","1090","2","","","","山形県","山形市","上椹沢","",512,19,12,12,20,12,23,21,21,20,29,37,28,52,43,32,43,48,30,7,3,-,-,27835,54.8652343750,43,263,206,131,40,1,246,11,6,8,7,6,12,12,9,8,10,23,18,21,23,19,17,18,15,3,-,-,-,13021,53.4308943089,25,126,95,53,18,1,266,8,6,4,13,6,11,9,12,12,19,14,10,31,20,13,26,30,15,4,3,-,-,14814,56.1917293233,18,137,111,78,22,-
358,"06201","1100","2","","","","山形県","山形市","大字山寺","",1305,23,32,51,34,45,50,46,53,56,52,77,87,121,133,100,94,101,87,40,20,-,3,73205,56.7250384025,106,621,575,342,147,8,599,12,16,27,13,26,28,28,25,24,27,31,45,70,65,49,42,38,21,7,4,-,1,31685,53.4849498328,55,317,226,112,32,1,706,11,16,24,21,19,22,18,28,32,25,46,42,51,68,51,52,63,66,33,16,-,2,41520,59.4772727273,51,304,349,230,115,7
359,"06201","110001","3","","","","山形県","山形市","大字山寺","地蔵堂",152,2,5,10,3,7,3,3,8,11,10,6,13,9,16,16,9,8,9,3,1,-,-,8091,53.7302631579,17,73,62,30,13,1,70,-,4,3,2,4,1,2,3,6,6,2,8,3,7,8,7,2,1,1,-,-,-,3592,51.8142857143,7,37,26,11,2,-,82,2,1,7,1,3,2,1,5,5,4,4,5,6,9,8,2,6,8,2,1,-,-,4499,55.3658536585,10,36,36,19,11,1
360,"06201","110002","3","","","","山形県","山形市","大字山寺","中地蔵",227,7,4,2,3,5,4,9,7,4,2,13,9,22,13,18,16,30,34,14,11,-,-,14865,65.9845814978,13,78,136,105,59,-,82,4,1,1,1,2,1,5,2,4,-,6,3,16,5,8,4,8,7,1,3,-,-,4861,59.7804878049,6,40,36,23,11,-,145,3,3,1,2,3,3,4,5,-,2,7,6,6,8,10,12,22,27,13,8,-,-,10004,69.4931034483,7,38,100,82,48,-
361,"06201","110003","3","","","","山形県","山形市","大字山寺","宮崎",94,2,4,5,-,7,2,-,8,1,7,8,3,8,10,7,9,8,1,1,3,-,-,5037,54.0851063830,11,44,39,22,5,2,44,1,2,2,-,4,-,-,3,-,3,5,1,4,5,3,5,4,1,-,1,-,-,2395,54.9318181818,5,20,19,11,2,-,50,1,2,3,-,3,2,-,5,1,4,3,2,4,5,4,4,4,-,1,2,-,-,2642,53.3400000000,6,24,20,11,3,2
362,"06201","110004","3","","","","山形県","山形市","大字山寺","芦沢",163,1,2,4,5,6,9,6,11,5,5,8,13,20,26,10,10,14,5,2,-,-,1,8953,55.7654320988,7,88,67,31,7,-,74,-,1,2,1,4,6,3,7,3,3,1,6,10,14,6,3,3,1,-,-,-,-,3870,52.7972972973,3,44,27,7,1,-,89,1,1,2,4,2,3,3,4,2,2,7,7,10,12,4,7,11,4,2,-,-,1,5083,58.2613636364,4,44,40,24,6,-
363,"06201","110005","3","","","","山形県","山形市","大字山寺","川原町",152,1,7,7,8,4,7,8,5,6,6,11,6,13,19,12,11,7,10,4,-,-,-,8023,53.2828947368,15,74,63,32,14,1,65,1,2,3,1,3,1,5,2,2,4,5,2,6,11,5,3,5,3,1,-,-,-,3499,54.3307692308,6,31,28,12,4,-,87,-,5,4,7,1,6,3,3,4,2,6,4,7,8,7,8,2,7,3,-,-,-,4524,52.5000000000,9,43,35,20,10,1
364,"06201","110006","3","","","","山形県","山形市","大字山寺","南院",114,5,3,8,2,2,2,2,6,14,6,6,3,7,13,11,17,1,1,4,1,-,-,5938,52.5877192982,16,50,48,24,6,-,61,5,2,7,-,1,2,1,4,4,5,3,2,5,3,6,8,1,-,2,-,-,-,2867,47.5000000000,14,27,20,11,2,-,53,-,1,1,2,1,-,1,2,10,1,3,1,2,10,5,9,-,1,2,1,-,-,3071,58.4433962264,2,23,28,13,4,-
365,"06201","110007","3","","","","山形県","山形市","大字山寺","馬形",123,1,1,6,4,1,5,6,3,4,5,6,14,14,10,11,9,11,8,3,1,-,-,7105,58.2642276423,8,62,53,32,12,1,57,-,1,4,2,1,2,3,1,1,2,2,9,8,4,5,6,4,1,1,-,-,-,3138,55.5526315789,5,31,21,12,2,-,66,1,-,2,2,-,3,3,2,3,3,4,5,6,6,6,3,7,7,2,1,-,-,3967,60.6060606061,3,31,32,20,10,1
366,"06201","110008","3","","","","山形県","山形市","大字山寺","所部",145,2,2,4,6,9,9,4,1,6,6,13,13,15,13,9,7,14,8,4,-,-,-,7910,55.0517241379,8,82,55,33,12,2,75,1,1,2,3,5,8,2,1,2,2,4,7,12,7,6,2,8,2,-,-,-,-,3912,52.6600000000,4,46,25,12,2,1,70,1,1,2,3,4,1,2,-,4,4,9,6,3,6,3,5,6,6,4,-,-,-,3998,57.6142857143,4,36,30,21,10,1
367,"06201","110009","3","","","","山形県","山形市","大字山寺","千手院",135,2,4,5,3,4,9,8,4,5,5,6,13,13,13,6,6,8,11,5,3,-,2,7283,55.2593984962,11,70,52,33,19,1,71,-,2,3,3,2,7,7,2,2,2,3,7,6,9,2,4,3,5,1,-,-,1,3551,51.2285714286,5,41,24,13,6,-,64,2,2,2,-,2,2,1,2,3,3,3,6,7,4,4,2,5,6,4,3,-,1,3732,59.7380952381,6,29,28,20,13,1
368,"06201","1110","2","","","","山形県","山形市","立谷川","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
369,"06201","111000","3","秘匿地域","112001","","山形県","山形市","立谷川","１丁目",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
370,"06201","111001","3","","","","山形県","山形市","立谷川","１丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
371,"06201","111002","3","","","","山形県","山形市","立谷川","２丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
372,"06201","111003","3","","","","山形県","山形市","立谷川","３丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
373,"06201","1120","2","","","","山形県","山形市","大字大森","",1464,40,66,75,70,51,39,72,82,90,90,90,73,98,112,93,96,92,78,31,15,5,6,73720,51.0624142661,181,755,522,317,129,7,680,22,34,39,41,21,21,37,35,48,39,50,41,49,58,37,42,34,20,6,1,2,3,31902,47.6225997046,95,382,200,105,29,3,784,18,32,36,29,30,18,35,47,42,51,40,32,49,54,56,54,58,58,25,14,3,3,41818,54.0441741357,86,373,322,212,100,4
374,"06201","112001","3","合算地域あり","","111000","山形県","山形市","大字大森","北大森",463,6,9,24,28,17,12,11,27,30,36,42,31,27,44,29,31,26,19,10,2,-,2,23712,51.9360086768,39,261,161,88,31,3,237,1,4,14,18,9,7,5,10,17,16,24,19,20,25,13,15,11,7,1,-,-,1,11796,50.4830508475,19,145,72,34,8,3,226,5,5,10,10,8,5,6,17,13,20,18,12,7,19,16,16,15,12,9,2,-,1,11916,53.4600000000,20,116,89,54,23,-
375,"06201","112002","3","","","","山形県","山形市","大字大森","東大森",339,4,12,10,11,8,5,13,16,11,18,10,14,32,21,15,23,32,49,19,12,4,-,20829,61.9424778761,26,138,175,139,84,-,131,3,6,6,5,4,2,11,7,7,8,4,8,12,12,4,9,9,9,4,-,1,-,6827,52.6145038168,15,68,48,32,14,-,208,1,6,4,6,4,3,2,9,4,10,6,6,20,9,11,14,23,40,15,12,3,-,14002,67.8173076923,11,70,127,107,70,-
376,"06201","112003","3","","","","山形県","山形市","大字大森","南大森",662,30,45,41,31,26,22,48,39,49,36,38,28,39,47,49,42,34,10,2,1,1,4,29179,44.8449848024,116,356,186,90,14,4,312,18,24,19,18,8,12,21,18,24,15,22,14,17,21,20,18,14,4,1,1,1,2,13279,43.3354838710,61,169,80,39,7,-,350,12,21,22,13,18,10,27,21,25,21,16,14,22,26,29,24,20,6,1,-,-,2,15900,46.1896551724,55,187,106,51,7,4
377,"06201","1130","2","","","","山形県","山形市","大字中里","",348,3,13,11,13,15,10,12,15,27,21,20,23,27,32,33,30,21,16,6,-,-,-,18610,53.9770114943,27,183,138,73,22,-,161,2,4,4,4,4,4,5,7,16,9,14,12,11,18,18,15,6,5,3,-,-,-,8811,55.2267080745,10,86,65,29,8,-,187,1,9,7,9,11,6,7,8,11,12,6,11,16,14,15,15,15,11,3,-,-,-,9799,52.9010695187,17,97,73,44,14,-
378,"06201","1140","2","","","","山形県","山形市","大字下東山","",925,26,26,37,36,40,38,55,39,39,59,51,78,83,78,65,57,64,41,11,2,-,-,47254,51.5854054054,89,518,318,175,54,1,462,11,15,16,19,16,22,37,23,20,27,26,40,44,41,32,30,24,16,1,2,-,-,23044,50.3787878788,42,274,146,73,19,-,463,15,11,21,17,24,16,18,16,19,32,25,38,39,37,33,27,40,25,10,-,-,-,24210,52.7894168467,47,244,172,102,35,1
379,"06201","114001","3","","","","山形県","山形市","大字下東山","二本堂",199,4,7,7,7,11,4,16,4,4,11,13,22,21,11,7,14,18,14,2,2,-,-,10559,53.5603015075,18,113,68,50,18,1,98,3,5,3,3,4,3,10,1,2,4,9,10,12,6,2,6,6,7,-,2,-,-,4991,51.4285714286,11,58,29,21,9,-,101,1,2,4,4,7,1,6,3,2,7,4,12,9,5,5,8,12,7,2,-,-,-,5568,55.6287128713,7,55,39,29,9,1
380,"06201","114002","3","","","","山形県","山形市","大字下東山","宝田",215,6,7,10,9,11,10,7,12,12,12,19,13,13,19,18,12,12,9,4,-,-,-,10705,50.2906976744,23,118,74,37,13,-,102,2,2,4,5,5,6,5,7,6,4,8,8,6,9,11,5,6,2,1,-,-,-,5058,50.0882352941,8,60,34,14,3,-,113,4,5,6,4,6,4,2,5,6,8,11,5,7,10,7,7,6,7,3,-,-,-,5647,50.4734513274,15,58,40,23,10,-
381,"06201","114003","3","","","","山形県","山形市","大字下東山","下休石",206,8,3,7,6,11,9,13,7,9,16,8,18,20,14,17,16,11,11,2,-,-,-,10622,52.0631067961,18,117,71,40,13,-,104,1,2,5,2,6,5,8,4,5,9,3,8,12,7,9,10,3,5,-,-,-,-,5342,51.8653846154,8,62,34,18,5,-,102,7,1,2,4,5,4,5,3,4,7,5,10,8,7,8,6,8,6,2,-,-,-,5280,52.2647058824,10,55,37,22,8,-
382,"06201","114004","3","","","","山形県","山形市","大字下東山","中休石",140,4,4,6,7,4,7,5,8,8,12,5,10,13,18,8,8,9,3,1,-,-,-,6964,50.2428571429,14,79,47,21,4,-,72,4,3,1,5,1,3,5,5,4,7,2,6,7,8,4,4,2,1,-,-,-,-,3320,46.6111111111,8,45,19,7,1,-,68,-,1,5,2,3,4,-,3,4,5,3,4,6,10,4,4,7,2,1,-,-,-,3644,54.0882352941,6,34,28,14,3,-
383,"06201","114005","3","","","","山形県","山形市","大字下東山","上休石",165,4,5,7,7,3,8,14,8,6,8,6,15,16,16,15,7,14,4,2,-,-,-,8404,51.4333333333,16,91,58,27,6,-,86,1,3,3,4,-,5,9,6,3,3,4,8,7,11,6,5,7,1,-,-,-,-,4333,50.8837209302,7,49,30,13,1,-,79,3,2,4,3,3,3,5,2,3,5,2,7,9,5,9,2,7,3,2,-,-,-,4071,52.0316455696,9,42,28,14,5,-
384,"06201","1150","2","","","","山形県","山形市","大字上東山","",506,12,11,24,27,17,12,15,23,32,28,43,36,44,49,43,25,32,21,7,4,1,-,26409,52.6916996047,47,277,182,90,33,-,251,6,2,15,14,10,6,8,15,13,16,21,18,27,27,17,14,11,7,3,1,-,-,12730,51.2171314741,23,148,80,36,11,-,255,6,9,9,13,7,6,7,8,19,12,22,18,17,22,26,11,21,14,4,3,1,-,13679,54.1431372549,24,129,102,54,22,-
385,"06201","115001","3","","","","山形県","山形市","大字上東山","下蔦の木",86,-,1,6,5,3,1,4,4,7,3,8,4,4,12,8,6,4,3,2,1,-,-,4552,53.4302325581,7,43,36,16,6,-,43,-,-,3,3,1,1,2,4,2,2,4,1,3,5,5,3,2,2,-,-,-,-,2232,52.4069767442,3,23,17,7,2,-,43,-,1,3,2,2,-,2,-,5,1,4,3,1,7,3,3,2,1,2,1,-,-,2320,54.4534883721,4,20,19,9,4,-
386,"06201","115002","3","","","","山形県","山形市","大字上東山","上蔦の木",170,9,4,6,10,6,5,6,10,10,7,13,12,19,10,11,7,11,9,2,2,1,-,8559,50.8470588235,19,98,53,32,14,-,80,4,1,4,5,4,3,1,6,4,4,6,5,11,5,4,5,4,3,-,1,-,-,3913,49.4125000000,9,49,22,13,4,-,90,5,3,2,5,2,2,5,4,6,3,7,7,8,5,7,2,7,6,2,1,1,-,4646,52.1222222222,10,49,31,19,10,-
387,"06201","115003","3","","","","山形県","山形市","大字上東山","平石水，合の原",177,3,6,9,8,5,2,4,8,10,12,17,13,16,16,17,10,11,8,1,1,-,-,9337,53.2514124294,18,95,64,31,10,-,91,2,1,8,5,3,-,4,4,5,7,9,7,8,12,4,6,3,2,1,-,-,-,4501,49.9615384615,11,52,28,12,3,-,86,1,5,1,3,2,2,-,4,5,5,8,6,8,4,13,4,8,6,-,1,-,-,4836,56.7325581395,7,43,36,19,7,-
388,"06201","115004","3","","","","山形県","山形市","大字上東山","高沢",73,-,-,3,4,3,4,1,1,5,6,5,7,5,11,7,2,6,1,2,-,-,-,3961,54.7602739726,3,41,29,11,3,-,37,-,-,-,1,2,2,1,1,2,3,2,5,5,5,4,-,2,-,2,-,-,-,2084,56.8243243243,-,24,13,4,2,-,36,-,-,3,3,1,2,-,-,3,3,3,2,-,6,3,2,4,1,-,-,-,-,1877,52.6388888889,3,17,16,7,1,-
389,"06201","1160","2","","","","山形県","山形市","大字切畑","",395,8,13,9,16,12,13,20,17,21,13,25,30,51,36,25,28,23,23,9,3,-,-,21430,54.7531645570,30,218,147,86,35,2,202,5,8,6,9,7,8,14,8,12,6,11,15,27,18,15,10,8,11,2,2,-,-,10337,51.6732673267,19,117,66,33,15,-,193,3,5,3,7,5,5,6,9,9,7,14,15,24,18,10,18,15,12,7,1,-,-,11093,57.9766839378,11,101,81,53,20,2
