1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ3ï\Å@îNóÓÅi5çŒäKãâÅjÅCíjèóï êlå˚ÅCëçîNóÓãyÇ—ïΩãœîNóÓ(äOçëêlÅ\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) ì˙ñ{êlÅEäOçëêlÇÃï Åuïsè⁄ÅvÇä‹ÇﬁÅB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) ñ≥çëê–ãyÇ—çëñºÅuïsè⁄ÅvÇä‹ÇﬁÅB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,ëçêîÅiíjèóï Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,íj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,èó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2),ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2),ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2)
353,"39201","1960","2","","","","çÇímåß","çÇímés","êjå¥","",29,2,1,2,-,1,-,-,2,4,2,1,1,1,6,3,-,-,2,1,-,-,-,1445,50.3275862069,5,12,12,3,3,-,14,2,-,1,-,-,-,-,1,4,-,1,-,1,2,2,-,-,-,-,-,-,-,611,44.1428571429,3,7,4,-,-,-,15,-,1,1,-,1,-,-,1,-,2,-,1,-,4,1,-,-,2,1,-,-,-,834,56.1000000000,2,5,8,3,3,-
354,"39201","1970","2","","","","çÇímåß","çÇímés","è„ó¢","",37,-,1,3,2,-,1,-,1,3,2,1,2,3,8,2,1,3,4,-,-,-,-,2058,56.1216216216,4,15,18,8,4,-,15,-,-,2,1,-,1,-,-,1,1,1,1,1,3,1,-,-,2,-,-,-,-,774,52.1000000000,2,7,6,2,2,-,22,-,1,1,1,-,-,-,1,2,1,-,1,2,5,1,1,3,2,-,-,-,-,1284,58.8636363636,2,8,12,6,2,-
355,"39201","1980","2","","","","çÇímåß","çÇímés","óÃâ∆","",78,4,1,1,2,4,4,-,-,1,5,7,10,4,8,6,5,9,4,2,1,-,-,4429,57.2820512821,6,37,35,21,7,-,34,3,-,-,-,2,1,-,-,-,2,3,6,3,5,2,2,3,2,-,-,-,-,1908,56.6176470588,3,17,14,7,2,-,44,1,1,1,2,2,3,-,-,1,3,4,4,1,3,4,3,6,2,2,1,-,-,2521,57.7954545455,3,20,21,14,5,-
356,"39201","1990","2","","","","çÇímåß","çÇímés","ìÇä‚","",18,-,-,-,1,1,-,-,1,-,-,1,3,2,3,1,2,1,1,1,-,-,-,1114,62.3888888889,-,9,9,5,2,-,8,-,-,-,1,1,-,-,1,-,-,1,1,1,1,-,1,-,-,-,-,-,-,397,50.1250000000,-,6,2,1,-,-,10,-,-,-,-,-,-,-,-,-,-,-,2,1,2,1,1,1,1,1,-,-,-,717,72.2000000000,-,3,7,4,2,-
357,"39201","2000","2","","","","çÇímåß","çÇímés","èåí¨","",1688,44,62,36,134,212,85,84,79,87,50,74,83,90,139,87,85,111,72,27,4,1,42,76396,46.9131227217,142,978,526,300,104,34,741,23,31,24,57,84,53,45,37,37,21,31,43,29,64,37,33,33,21,9,2,-,27,31024,43.9509803922,78,437,199,98,32,15,947,21,31,12,77,128,32,39,42,50,29,43,40,61,75,50,52,78,51,18,2,1,15,45372,49.1824034335,64,541,327,202,72,19
358,"39201","200001","3","","","","çÇímåß","çÇímés","èåí¨","ÇPíöñ⁄",1581,41,61,34,128,192,78,79,78,82,45,70,78,82,133,85,79,104,68,23,4,1,36,71694,46.9038834951,136,912,497,279,96,22,696,21,30,24,55,76,49,42,36,35,19,29,40,27,60,36,31,32,19,8,2,-,25,29142,43.9307004471,75,408,188,92,29,8,885,20,31,10,73,116,29,37,42,47,26,41,38,55,73,49,48,72,49,15,2,1,11,42552,49.1864988558,61,504,309,187,67,14
359,"39201","200002","3","","","","çÇímåß","çÇímés","èåí¨","ÇQíöñ⁄",107,3,1,2,6,20,7,5,1,5,5,4,5,8,6,2,6,7,4,4,-,-,6,4702,47.0544554455,6,66,29,21,8,12,45,2,1,-,2,8,4,3,1,2,2,2,3,2,4,1,2,1,2,1,-,-,2,1882,44.2674418605,3,29,11,6,3,7,62,1,-,2,4,12,3,2,-,3,3,2,2,6,2,1,4,6,2,3,-,-,4,2820,49.1206896552,3,37,18,15,5,5
360,"39201","2010","2","","","","çÇímåß","çÇímés","í©ëqñ{í¨","",1527,82,68,63,116,156,80,99,117,108,78,51,61,77,89,62,50,52,32,22,7,1,56,59639,41.0431679130,213,943,315,164,62,13,712,41,31,26,50,70,44,50,65,48,42,23,28,35,42,24,23,22,10,8,1,-,29,26911,39.9011713031,98,455,130,64,19,9,815,41,37,37,66,86,36,49,52,60,36,28,33,42,47,38,27,30,22,14,6,1,27,32728,42.0329949239,115,488,185,100,43,4
361,"39201","201001","3","","","","çÇímåß","çÇímés","í©ëqñ{í¨","ÇPíöñ⁄",963,68,45,36,70,95,49,63,85,76,46,29,28,44,48,38,33,32,18,14,4,-,42,36172,39.7747014115,149,585,187,101,36,10,454,37,24,14,32,44,25,27,51,36,23,9,15,20,21,14,16,14,5,4,1,-,22,16153,37.8912037037,75,282,75,40,10,6,509,31,21,22,38,51,24,36,34,40,23,20,13,24,27,24,17,18,13,10,3,-,20,20019,41.4386503067,74,303,112,61,26,4
362,"39201","201002","3","","","","çÇímåß","çÇímés","í©ëqñ{í¨","ÇQíöñ⁄",564,14,23,27,46,61,31,36,32,32,32,22,33,33,41,24,17,20,14,8,3,1,14,23467,43.1672727273,64,358,128,63,26,3,258,4,7,12,18,26,19,23,14,12,19,14,13,15,21,10,7,8,5,4,-,-,7,10758,43.3605577689,23,173,55,24,9,3,306,10,16,15,28,35,12,13,18,20,13,8,20,18,20,14,10,12,9,4,3,1,7,12709,43.0050167224,41,185,73,39,17,-
363,"39201","2020","2","","","","çÇímåß","çÇímés","é·ëêí¨","",1628,60,72,74,115,125,80,78,88,118,84,70,67,98,117,84,92,79,69,18,2,-,38,71856,45.6924528302,206,923,461,260,89,4,748,30,39,36,59,67,39,35,46,56,35,33,33,46,59,33,32,24,18,5,-,-,23,30335,42.3413793103,105,449,171,79,23,3,880,30,33,38,56,58,41,43,42,62,49,37,34,52,58,51,60,55,51,13,2,-,15,41521,48.5011560694,101,474,290,181,66,1
364,"39201","2030","2","","","","çÇímåß","çÇímés","é·ëêìÏí¨","",583,23,14,33,36,37,22,21,36,42,40,25,30,29,42,44,35,32,19,4,-,-,19,26379,47.2712765957,70,318,176,90,23,4,276,11,11,15,19,21,15,6,22,21,19,12,16,12,19,13,17,12,3,1,-,-,11,11408,43.5490566038,37,163,65,33,4,3,307,12,3,18,17,16,7,15,14,21,21,13,14,17,23,31,18,20,16,3,-,-,8,14971,50.5702341137,33,155,111,57,19,1
365,"39201","2040","2","","","","çÇímåß","çÇímés","âLóàëÉ","",536,12,18,25,37,39,30,19,34,37,32,34,25,33,45,34,27,15,15,5,3,1,16,23855,46.3750000000,55,320,145,66,24,1,273,7,9,16,26,24,9,10,14,23,11,19,11,16,24,18,15,5,3,-,-,-,13,11137,43.3346153846,32,163,65,23,3,1,263,5,9,9,11,15,21,9,20,14,21,15,14,17,21,16,12,10,12,5,3,1,3,12718,49.4153846154,23,157,80,43,21,-
366,"39201","2051","2","","","","çÇímåß","çÇímés","äõïîè„í¨","",370,2,9,14,14,11,21,16,18,33,20,25,24,27,38,24,22,31,14,1,2,-,4,19171,52.8797814208,25,209,132,70,17,-,179,1,7,5,10,4,11,7,8,19,12,13,12,11,15,13,9,13,6,-,-,-,3,8843,50.7443181818,13,107,56,28,6,-,191,1,2,9,4,7,10,9,10,14,8,12,12,16,23,11,13,18,8,1,2,-,1,10328,54.8578947368,12,102,76,42,11,-
367,"39201","2052","2","","","","çÇímåß","çÇímés","äõïî","",4372,148,165,184,242,273,207,211,260,304,291,301,277,289,346,285,203,152,109,37,2,-,86,196364,46.3152123192,497,2655,1134,503,148,26,1984,85,81,89,118,133,100,106,125,140,136,126,141,120,153,118,78,46,28,6,1,-,54,83394,43.7093264249,255,1245,430,159,35,9,2388,63,84,95,124,140,107,105,135,164,155,175,136,169,193,167,125,106,81,31,1,-,32,112970,48.4499151104,242,1410,704,344,113,17
368,"39201","205201","3","","","","çÇímåß","çÇímés","äõïî","ÇPíöñ⁄",1642,49,60,63,85,59,82,78,97,105,110,102,113,113,161,130,83,75,50,15,-,-,12,79072,49.0104294479,172,944,514,223,65,18,709,28,27,35,44,24,38,32,49,48,46,42,57,40,69,54,26,27,12,3,-,-,8,31940,46.0634807418,90,420,191,68,15,4,933,21,33,28,41,35,44,46,48,57,64,60,56,73,92,76,57,48,38,12,-,-,4,47132,51.2341227126,82,524,323,155,50,14
369,"39201","205202","3","","","","çÇímåß","çÇímés","äõïî","ÇQíöñ⁄",1280,39,54,71,76,65,39,44,70,94,102,99,84,91,108,69,60,40,34,14,2,-,25,57868,46.6099601594,164,764,327,150,50,3,568,23,25,28,37,30,20,28,27,43,47,38,43,41,47,27,27,9,9,2,1,-,16,24235,44.4039855072,76,354,122,48,12,3,712,16,29,43,39,35,19,16,43,51,55,61,41,50,61,42,33,31,25,12,1,-,9,33633,48.3421052632,88,410,205,102,38,-
370,"39201","205203","3","","","","çÇímåß","çÇímés","äõïî","ÇRíöñ⁄",1450,60,51,50,81,149,86,89,93,105,79,100,80,85,77,86,60,37,25,8,-,-,49,59424,42.9154175589,161,947,293,130,33,5,707,34,29,26,37,79,42,46,49,49,43,46,41,39,37,37,25,10,7,1,-,-,30,27219,40.7053175775,89,471,117,43,8,2,743,26,22,24,44,70,44,43,44,56,36,54,39,46,40,49,35,27,18,7,-,-,19,32205,44.9820441989,72,476,176,87,25,3
371,"39201","2053","2","","","","çÇímåß","çÇímés","äõïî","",3461,132,137,182,193,178,155,175,219,269,217,278,254,222,254,198,148,100,82,28,8,1,31,154020,45.4037900875,451,2160,819,367,119,12,1594,64,75,101,91,87,69,81,95,115,103,115,126,105,119,85,69,32,32,9,-,-,21,68254,43.8909726637,240,987,346,142,41,2,1867,68,62,81,102,91,86,94,124,154,114,163,128,117,135,113,79,68,50,19,8,1,10,85766,46.6852450188,211,1173,473,225,78,10
372,"39201","2060","2","","","","çÇímåß","çÇímés","ê_ìc","",17648,784,775,847,886,686,784,1014,1197,1407,1112,1091,1071,1174,1502,1073,776,670,407,191,61,6,134,798712,46.1042023524,2406,10422,4686,2111,665,55,8266,403,407,443,427,323,367,483,600,670,542,511,500,543,699,485,333,261,133,42,6,-,88,357804,44.2520176082,1253,4966,1959,775,181,26,9382,381,368,404,459,363,417,531,597,737,570,580,571,631,803,588,443,409,274,149,55,6,46,440908,47.7266495287,1153,5456,2727,1336,484,29
373,"39201","206000","3","","","","çÇímåß","çÇímés","ê_ìc","ÅiÇªÇÃÇPÅj",12151,482,553,579,639,498,520,660,782,964,781,795,788,861,1109,776,528,395,231,102,25,-,83,549390,46.0245276765,1614,7288,3166,1281,358,41,5742,244,292,306,306,245,251,313,391,453,380,365,377,387,522,351,239,157,79,24,4,-,56,250267,44.5145972564,842,3468,1376,503,107,20,6409,238,261,273,333,253,269,347,391,511,401,430,411,474,587,425,289,238,152,78,21,-,27,299123,47.3697900345,772,3820,1790,778,251,21
374,"39201","206001","3","","","","çÇímåß","çÇímés","ê_ìc","ÅiÇªÇÃÇQÅj",5497,302,222,268,247,188,264,354,415,443,331,296,283,313,393,297,248,275,176,89,36,6,51,249322,46.2807565185,792,3134,1520,830,307,14,2524,159,115,137,121,78,116,170,209,217,162,146,123,156,177,134,94,104,54,18,2,-,32,107537,43.6528892456,411,1498,583,272,74,6,2973,143,107,131,126,110,148,184,206,226,169,150,160,157,216,163,154,171,122,71,34,6,19,141785,48.4976303318,381,1636,937,558,233,8
375,"39201","2070","2","","","","çÇímåß","çÇímés","äõïîçÇí¨","",449,16,17,6,28,45,25,32,25,25,21,23,25,20,25,28,26,20,19,8,-,-,15,19932,46.4262672811,39,269,126,73,27,3,211,6,5,-,13,31,11,16,14,15,10,15,12,8,10,11,8,9,6,4,-,-,7,9040,44.8137254902,11,145,48,27,10,2,238,10,12,6,15,14,14,16,11,10,11,8,13,12,15,17,18,11,13,4,-,-,8,10892,47.8565217391,28,124,78,46,17,1
376,"39201","2080","2","","","","çÇímåß","çÇímés","í∑ïl","",9518,281,318,408,418,292,336,404,506,633,580,537,523,687,859,735,620,572,402,209,66,16,116,483424,51.9171452882,1007,4916,3479,1885,693,13,4466,155,168,212,224,144,161,194,276,325,271,269,256,350,402,343,261,207,129,38,6,1,74,212506,48.8847905282,535,2470,1387,642,174,7,5052,126,150,196,194,148,175,210,230,308,309,268,267,337,457,392,359,365,273,171,60,15,42,270918,54.5754491018,472,2446,2092,1243,519,6
377,"39201","208000","3","","","","çÇímåß","çÇímés","í∑ïl","ÅiÇªÇÃÇPÅj",5866,147,199,256,286,190,203,232,275,391,348,331,326,438,544,428,384,357,253,137,49,10,82,298976,52.1901798064,602,3020,2162,1190,449,10,2731,86,104,133,154,106,101,108,148,208,163,155,164,211,246,207,157,130,75,21,2,-,52,128750,48.5589772303,323,1518,838,385,98,6,3135,61,95,123,132,84,102,124,127,183,185,176,162,227,298,221,227,227,178,116,47,10,30,170226,55.3231884058,279,1502,1324,805,351,4
378,"39201","208001","3","","","","çÇímåß","çÇímés","í∑ïl","ÅiÇªÇÃÇQÅj",3652,134,119,152,132,102,133,172,231,242,232,206,197,249,315,307,236,215,149,72,17,6,34,184448,51.4806522941,405,1896,1317,695,244,3,1735,69,64,79,70,38,60,86,128,117,108,114,92,139,156,136,104,77,54,17,4,1,22,83756,49.3943374197,212,952,549,257,76,1,1917,65,55,73,62,64,73,86,103,125,124,92,105,110,159,171,132,138,95,55,13,5,12,100692,53.3566929134,193,944,768,438,168,2
379,"39201","2090","2","","","","çÇímåß","çÇímés","â°ïl","",1695,47,67,79,79,76,73,69,92,128,98,102,94,93,160,107,72,92,68,55,17,4,23,82909,50.0867224880,193,904,575,308,144,2,789,19,34,46,30,41,35,33,53,62,50,51,43,50,75,55,35,40,17,7,1,-,12,36419,47.3712998713,99,448,230,100,25,-,906,28,33,33,49,35,38,36,39,66,48,51,51,43,85,52,37,52,51,48,16,4,11,46490,52.4441340782,94,456,345,208,119,2
380,"39201","2101","2","","","","çÇímåß","çÇímés","ê£åÀ","",706,19,22,35,29,27,29,28,31,38,52,44,45,75,75,50,35,26,23,7,3,-,13,34494,50.2748917749,76,398,219,94,33,-,330,11,9,16,14,13,12,15,21,16,27,16,26,33,37,24,16,10,4,2,-,-,8,15488,48.5993788820,36,193,93,32,6,-,376,8,13,19,15,14,17,13,10,22,25,28,19,42,38,26,19,16,19,5,3,-,5,19006,51.7291105121,40,205,126,62,27,-
381,"39201","210101","3","","","","çÇímåß","çÇímés","ê£åÀ","ÇPíöñ⁄",74,-,1,3,2,4,1,3,5,2,11,3,4,11,7,10,3,2,1,-,-,-,1,3831,52.9794520548,4,46,23,6,1,-,41,-,1,1,1,2,1,1,5,1,6,1,4,6,2,6,2,-,-,-,-,-,1,2030,51.2500000000,2,28,10,2,-,-,33,-,-,2,1,2,-,2,-,1,5,2,-,5,5,4,1,2,1,-,-,-,-,1801,55.0757575758,2,18,13,4,1,-
382,"39201","210102","3","çáéZínàÊÇ†ÇË","","2102","çÇímåß","çÇímés","ê£åÀ","ÇQíöñ⁄",632,19,21,32,27,23,28,25,26,36,41,41,41,64,68,40,32,24,22,7,3,-,12,30663,49.9564516129,72,352,196,88,32,-,289,11,8,15,13,11,11,14,16,15,21,15,22,27,35,18,14,10,4,2,-,-,7,13458,48.2234042553,34,165,83,30,6,-,343,8,13,17,14,12,17,11,10,21,20,26,19,37,33,22,18,14,18,5,3,-,5,17205,51.4023668639,38,187,113,58,26,-
383,"39201","2102","2","îÈìΩínàÊ","210102","","çÇímåß","çÇímés","ê£åÀ","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
384,"39201","2110","2","","","","çÇímåß","çÇímés","ê£åÀêºí¨","",1541,32,50,62,61,43,36,46,64,118,111,81,93,85,161,152,139,107,62,27,4,-,7,82422,54.2301173403,144,738,652,339,93,-,680,13,23,26,26,16,19,16,34,57,57,39,43,35,70,65,57,47,23,9,-,-,5,35789,53.5207407407,62,342,271,136,32,-,861,19,27,36,35,27,17,30,30,61,54,42,50,50,91,87,82,60,39,18,4,-,2,46633,54.7875436554,82,396,381,203,61,-
385,"39201","211001","3","","","","çÇímåß","çÇímés","ê£åÀêºí¨","ÇPíöñ⁄",655,15,18,21,28,21,13,20,23,53,58,49,30,37,65,60,61,49,22,10,2,-,-,35134,54.1396946565,54,332,269,144,34,-,287,9,8,11,10,7,8,4,15,24,31,27,15,16,29,23,21,19,8,2,-,-,-,14832,52.1794425087,28,157,102,50,10,-,368,6,10,10,18,14,5,16,8,29,27,22,15,21,36,37,40,30,14,8,2,-,-,20302,55.6684782609,26,175,167,94,24,-
386,"39201","211002","3","","","","çÇímåß","çÇímés","ê£åÀêºí¨","ÇQíöñ⁄",546,9,15,27,18,16,17,14,17,36,33,23,40,24,57,65,58,40,21,12,1,-,3,29958,55.6712707182,51,238,254,132,34,-,236,1,5,11,8,7,7,5,7,15,16,7,22,9,21,34,25,23,8,3,-,-,2,13276,57.2350427350,17,103,114,59,11,-,310,8,10,16,10,9,10,9,10,21,17,16,18,15,36,31,33,17,13,9,1,-,1,16682,54.4870550162,34,135,140,73,23,-
387,"39201","211003","3","","","","çÇímåß","çÇímés","ê£åÀêºí¨","ÇRíöñ⁄",340,8,17,14,15,6,6,12,24,29,20,9,23,24,39,27,20,18,19,5,1,-,4,17330,52.0773809524,39,168,129,63,25,-,157,3,10,4,8,2,4,7,12,18,10,5,6,10,20,8,11,5,7,4,-,-,3,7681,50.3766233766,17,82,55,27,11,-,183,5,7,10,7,4,2,5,12,11,10,4,17,14,19,19,9,13,12,1,1,-,1,9649,53.5164835165,22,86,74,36,14,-
388,"39201","2120","2","","","","çÇímåß","çÇímés","ê£åÀìåí¨","",2203,87,120,105,93,49,43,98,152,166,129,132,126,142,200,197,153,124,64,16,5,-,2,107736,49.4486597001,312,1130,759,362,85,1,1033,42,69,59,47,23,21,42,74,82,63,63,53,64,87,96,70,48,25,2,2,-,1,48491,47.4874031008,170,532,330,147,29,-,1170,45,51,46,46,26,22,56,78,84,66,69,73,78,113,101,83,76,39,14,3,-,1,59245,51.1800684346,142,598,429,215,56,1
389,"39201","212001","3","","","","çÇímåß","çÇímés","ê£åÀìåí¨","ÇPíöñ⁄",298,6,10,13,22,13,3,7,15,20,23,18,26,28,25,29,10,19,9,1,1,-,-,14894,50.4798657718,29,175,94,40,11,-,133,1,6,11,7,2,2,1,8,9,11,9,13,13,8,16,4,9,2,-,1,-,-,6647,50.4774436090,18,75,40,16,3,-,165,5,4,2,15,11,1,6,7,11,12,9,13,15,17,13,6,10,7,1,-,-,-,8247,50.4818181818,11,100,54,24,8,-
390,"39201","212002","3","","","","çÇímåß","çÇímés","ê£åÀìåí¨","ÇQíöñ⁄",660,15,30,31,32,16,10,15,37,46,35,52,36,45,61,61,57,53,22,4,1,-,1,34338,52.6062215478,76,324,259,137,27,-,301,11,16,15,13,11,4,8,15,22,15,25,15,20,29,27,26,19,9,-,1,-,-,15045,50.4833887043,42,148,111,55,10,-,359,4,14,16,19,5,6,7,22,24,20,27,21,25,32,34,31,34,13,4,-,-,1,19293,54.3910614525,34,176,148,82,17,-
391,"39201","212003","3","","","","çÇímåß","çÇímés","ê£åÀìåí¨","ÇRíöñ⁄",1245,66,80,61,39,20,30,76,100,100,71,62,64,69,114,107,86,52,33,11,3,-,1,58504,47.5289389068,207,631,406,185,47,1,599,30,47,33,27,10,15,33,51,51,37,29,25,31,50,53,40,20,14,2,-,-,1,26799,45.3143812709,110,309,179,76,16,-,646,36,33,28,12,10,15,43,49,49,34,33,39,38,64,54,46,32,19,9,3,-,-,31705,49.5789473684,97,322,227,109,31,1
392,"39201","2130","2","","","","çÇímåß","çÇímés","í∑ïlã{ìc","",140,13,6,5,4,5,8,9,3,6,7,7,6,6,9,5,5,2,-,-,-,-,34,4118,39.3490566038,24,61,21,7,-,8,78,5,4,3,2,2,2,6,3,3,6,4,3,5,4,2,3,2,-,-,-,-,19,2421,41.5338983051,12,36,11,5,-,3,62,8,2,2,2,3,6,3,-,3,1,3,3,1,5,3,2,-,-,-,-,-,15,1697,36.6063829787,12,25,10,2,-,5
393,"39201","2140","2","","","","çÇímåß","çÇímés","â°ïlêVí¨","",4709,183,193,204,259,194,246,239,217,279,268,332,428,475,423,252,185,164,96,37,6,2,27,217002,46.8481418197,580,2937,1165,490,141,47,2185,105,102,117,142,104,112,125,97,115,95,134,177,211,235,96,92,61,37,11,1,-,16,96098,44.8052097741,324,1312,533,202,49,21,2524,78,91,87,117,90,134,114,120,164,173,198,251,264,188,156,93,103,59,26,5,2,11,120904,48.6114206128,256,1625,632,288,92,26
394,"39201","214001","3","","","","çÇímåß","çÇímés","â°ïlêVí¨","ÇPíöñ⁄",911,38,48,65,79,43,42,45,50,51,66,63,61,63,70,37,27,37,17,5,1,1,2,38317,42.6529152915,151,563,195,88,24,11,426,18,27,40,48,25,16,22,17,20,25,25,29,28,40,10,14,10,8,2,-,-,2,16692,39.8679245283,85,255,84,34,10,4,485,20,21,25,31,18,26,23,33,31,41,38,32,35,30,27,13,27,9,3,1,1,-,21625,45.0876288660,66,308,111,54,14,7
395,"39201","214002","3","","","","çÇímåß","çÇímés","â°ïlêVí¨","ÇQíöñ⁄",1350,71,77,72,98,83,73,71,65,105,103,98,98,69,77,75,42,29,13,5,2,-,24,53761,41.0437405732,220,863,243,91,20,34,599,41,37,36,51,44,36,34,28,39,32,36,39,29,37,28,21,10,5,1,1,-,14,22281,38.5871794872,114,368,103,38,7,17,751,30,40,36,47,39,37,37,37,66,71,62,59,40,40,47,21,19,8,4,1,-,10,31480,42.9831309042,106,495,140,53,13,17
396,"39201","214003","3","","","","çÇímåß","çÇímés","â°ïlêVí¨","ÇRíöñ⁄",1038,35,28,26,44,31,64,60,42,55,43,83,104,135,107,55,46,38,30,11,-,-,1,51530,50.1914175506,89,661,287,125,41,-,489,19,17,16,20,14,28,37,20,24,15,36,41,63,60,26,21,18,9,5,-,-,-,23756,49.0807770961,52,298,139,53,14,-,549,16,11,10,24,17,36,23,22,31,28,47,63,72,47,29,25,20,21,6,-,-,1,27774,51.1824817518,37,363,148,72,27,-
397,"39201","214004","3","","","","çÇímåß","çÇímés","â°ïlêVí¨","ÇSíöñ⁄",633,17,17,16,10,18,26,30,31,34,16,29,64,100,88,51,26,26,23,9,2,-,-,33911,54.0718799368,50,358,225,86,34,-,299,11,12,9,4,9,13,16,18,18,6,11,21,42,52,20,16,9,11,1,-,-,-,15337,51.7943143813,32,158,109,37,12,-,334,6,5,7,6,9,13,14,13,16,10,18,43,58,36,31,10,17,12,8,2,-,-,18574,56.1107784431,18,200,116,49,22,-
398,"39201","214005","3","","","","çÇímåß","çÇímés","â°ïlêVí¨","ÇTíöñ⁄",777,22,23,25,28,19,41,33,29,34,40,59,101,108,81,34,44,34,13,7,1,1,-,39483,51.3146718147,70,492,215,100,22,2,372,16,9,16,19,12,19,16,14,14,17,26,47,49,46,12,20,14,4,2,-,-,-,18032,48.9731182796,41,233,98,40,6,-,405,6,14,9,9,7,22,17,15,20,23,33,54,59,35,22,24,20,9,5,1,1,-,21451,53.4654320988,29,259,117,60,16,2
399,"39201","2150","2","","","","çÇímåß","çÇímés","å‰èÙê£","",328,1,5,9,2,6,4,4,8,17,8,18,18,20,48,47,36,35,28,11,2,-,1,20982,64.6651376147,15,105,207,112,41,-,143,-,1,5,2,4,1,3,4,11,5,6,14,8,23,21,14,15,5,1,-,-,-,8634,60.8776223776,6,58,79,35,6,-,185,1,4,4,-,2,3,1,4,6,3,12,4,12,25,26,22,20,23,10,2,-,1,12348,67.6086956522,9,47,128,77,35,-
